cluster_id,timestamp,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_01,2025-12-11 03:30:00,16.9,15.92,72.91,56.29,132.21,29.2,194.75,6.81
cluster_02,2025-12-11 03:30:00,15.64,16.39,78.63,58.58,135.8,30.68,202.68,6.84
cluster_03,2025-12-11 03:30:00,14.97,15.01,79.66,,134.88,31.08,200.4,
cluster_04,2025-12-11 03:30:00,15.09,14.74,73.37,61.21,137.54,30.82,198.38,6.78
cluster_05,2025-12-11 03:30:00,14.78,14.44,77.5,67.49,142.32,30.69,205.13,6.97
cluster_06,2025-12-11 03:30:00,15.3,16.4,76.61,49.08,120.9,27.17,193.76,6.72
cluster_07,2025-12-11 03:30:00,15.65,15.82,75.15,57.62,129.29,29.09,198.27,6.79
cluster_08,2025-12-11 03:30:00,15.65,14.89,,56.2,133.01,29.85,197.45,6.8
cluster_09,2025-12-11 03:30:00,15.32,14.79,79.67,57.96,132.97,29.13,198.67,6.73
cluster_10,2025-12-11 03:30:00,15.69,15.35,79.06,58.41,134.94,,198.88,6.77
cluster_01,2025-12-11 04:00:00,15.66,15.78,74.95,57.45,131.5,29.3,199.34,6.78
cluster_02,2025-12-11 04:00:00,15.46,15.74,73.89,60.8,135.78,28.93,198.98,6.84
cluster_03,2025-12-11 04:00:00,14.98,14.67,74.97,60.51,134.18,29.48,202.71,6.87
cluster_04,2025-12-11 04:00:00,15.41,14.65,71.68,61.44,136.8,29.63,202.48,6.8
cluster_05,2025-12-11 04:00:00,14.75,14.15,78.51,65.03,142.44,31.54,203.38,6.82
cluster_06,2025-12-11 04:00:00,18.06,17.87,75.1,50.59,119.16,26.29,194.26,6.73
cluster_07,2025-12-11 04:00:00,15.9,16.16,74.18,,128.61,28.83,195.63,6.77
cluster_08,2025-12-11 04:00:00,,17.16,73.11,56.73,131.96,29.84,198.42,6.77
cluster_09,2025-12-11 04:00:00,15.53,16.28,76.7,58.56,133.62,31.13,196.83,6.8
cluster_10,2025-12-11 04:00:00,15.99,16.04,77.55,60.05,135.59,30.64,,6.78
cluster_01,2025-12-11 04:30:00,18.57,17.97,70.93,56.44,131.8,29.73,199.46,6.78
cluster_02,2025-12-11 04:30:00,17.77,17.53,71.74,59.13,135.63,30.77,196.73,6.79
cluster_03,2025-12-11 04:30:00,16.36,16.49,74.62,61.01,135.42,29.78,204.24,6.77
cluster_04,2025-12-11 04:30:00,15.78,16.76,70.63,,136.01,30.52,200.98,6.79
cluster_05,2025-12-11 04:30:00,15.37,15.69,69.3,67.82,142.75,30.92,203.83,6.87
cluster_06,2025-12-11 04:30:00,19.56,18.06,71.43,48.34,120.33,26.43,191.16,6.67
cluster_07,2025-12-11 04:30:00,18.25,17.33,73.09,,129.26,28.46,194.54,6.81
cluster_08,2025-12-11 04:30:00,17.0,16.29,68.11,57.78,131.69,29.68,197.42,6.71
cluster_09,2025-12-11 04:30:00,16.67,16.49,71.24,58.91,133.06,30.22,199.68,6.72
cluster_10,2025-12-11 04:30:00,16.79,16.9,73.17,61.09,134.89,30.52,-201.71,6.77
cluster_01,2025-12-11 05:00:00,16.75,19.65,75.95,56.48,133.48,28.84,197.51,6.79
cluster_02,2025-12-11 05:00:00,17.89,17.39,69.76,57.81,134.41,29.11,199.11,6.8
cluster_03,2025-12-11 05:00:00,18.13,17.36,66.74,59.21,136.67,,197.38,1.35
cluster_04,2025-12-11 05:00:00,17.78,18.01,70.68,61.28,138.89,30.04,201.05,6.74
cluster_05,2025-12-11 05:00:00,16.11,17.78,65.39,-66.41,143.74,31.47,204.78,6.93
cluster_06,2025-12-11 05:00:00,19.54,19.92,68.03,48.23,120.83,27.75,192.36,33.76
cluster_07,2025-12-11 05:00:00,17.64,17.66,69.29,54.81,130.41,29.55,198.26,6.74
cluster_08,2025-12-11 05:00:00,17.52,19.54,72.35,57.52,132.79,29.24,198.29,6.79
cluster_09,2025-12-11 05:00:00,17.74,17.57,67.9,59.75,133.17,29.74,198.76,
cluster_10,2025-12-11 05:00:00,19.26,18.59,70.21,59.7,137.38,28.86,199.94,6.88
cluster_01,2025-12-11 05:30:00,19.16,20.62,65.83,55.52,,29.46,200.64,6.78
cluster_02,2025-12-11 05:30:00,19.29,20.32,63.75,57.85,135.35,29.83,199.9,6.73
cluster_03,2025-12-11 05:30:00,18.07,18.8,71.67,59.3,139.55,31.42,197.3,6.8
cluster_04,2025-12-11 05:30:00,18.79,18.53,65.28,,136.1,29.95,204.68,6.93
cluster_05,2025-12-11 05:30:00,17.38,17.28,71.18,65.97,141.51,32.1,203.72,6.9
cluster_06,2025-12-11 05:30:00,20.85,22.15,70.56,48.59,120.79,5.5,193.14,6.75
cluster_07,2025-12-11 05:30:00,20.96,20.24,70.99,54.72,130.32,28.18,196.65,6.79
cluster_08,2025-12-11 05:30:00,,19.68,348.58,56.87,131.0,29.93,197.73,6.74
cluster_09,2025-12-11 05:30:00,19.28,18.43,68.24,58.33,132.08,30.03,201.42,6.91
cluster_10,2025-12-11 05:30:00,18.42,17.98,,57.48,133.87,30.88,203.17,34.07
cluster_01,2025-12-11 06:00:00,20.02,20.3,62.86,58.8,131.59,29.22,195.77,6.82
cluster_02,2025-12-11 06:00:00,21.26,20.41,67.08,57.08,133.68,29.93,198.55,
cluster_03,2025-12-11 06:00:00,19.95,19.2,65.99,60.12,137.01,30.25,198.78,6.81
cluster_04,2025-12-11 06:00:00,19.42,18.78,62.52,59.9,135.67,29.56,200.73,6.89
cluster_05,2025-12-11 06:00:00,20.3,19.36,66.42,65.36,141.01,,200.05,6.88
cluster_06,2025-12-11 06:00:00,23.07,22.12,66.08,49.55,,27.38,,6.75
cluster_07,2025-12-11 06:00:00,20.55,20.43,66.56,53.37,131.26,29.18,197.14,6.69
cluster_08,2025-12-11 06:00:00,19.28,19.89,61.77,56.77,133.39,29.92,199.72,6.75
cluster_09,2025-12-11 06:00:00,19.92,20.85,65.25,59.59,132.76,29.07,202.4,6.73
cluster_10,2025-12-11 06:00:00,18.42,20.07,66.92,59.77,134.62,30.24,201.47,6.84
cluster_01,2025-12-11 06:30:00,20.3,21.71,63.66,57.27,129.72,29.36,195.63,
cluster_02,2025-12-11 06:30:00,21.2,21.88,63.34,57.36,133.66,30.37,198.44,6.8
cluster_03,2025-12-11 06:30:00,20.56,22.27,61.73,58.79,,29.73,201.67,6.86
cluster_04,2025-12-11 06:30:00,21.57,20.41,61.26,60.3,137.67,30.99,201.59,6.79
cluster_05,2025-12-11 06:30:00,19.49,-21.06,57.74,68.61,142.18,31.48,204.71,6.81
cluster_06,2025-12-11 06:30:00,22.34,23.38,63.83,48.29,118.14,26.34,198.03,6.71
cluster_07,2025-12-11 06:30:00,22.16,21.85,60.46,54.86,130.37,29.44,199.58,6.79
cluster_08,2025-12-11 06:30:00,22.71,21.14,65.64,57.0,132.93,29.28,199.02,6.73
cluster_09,2025-12-11 06:30:00,20.15,20.12,,58.43,133.19,31.0,201.16,6.77
cluster_10,2025-12-11 06:30:00,,21.4,62.24,59.83,134.86,30.59,200.43,6.89
cluster_01,2025-12-11 07:00:00,22.12,22.47,63.74,55.82,133.94,29.52,198.86,6.74
cluster_02,2025-12-11 07:00:00,22.28,22.35,60.41,59.58,135.12,29.3,200.86,6.93
cluster_03,2025-12-11 07:00:00,21.43,22.18,62.57,60.27,134.47,31.56,201.36,6.86
cluster_04,2025-12-11 07:00:00,,22.67,60.59,62.39,135.47,29.92,198.5,6.83
cluster_05,2025-12-11 07:00:00,21.85,22.24,59.44,64.61,140.29,31.59,205.36,6.84
cluster_06,2025-12-11 07:00:00,23.0,24.7,59.96,49.75,120.88,26.99,189.8,6.63
cluster_07,2025-12-11 07:00:00,22.73,22.36,64.04,55.22,130.63,28.58,199.04,6.87
cluster_08,2025-12-11 07:00:00,21.74,22.46,58.92,56.84,133.57,29.34,200.61,6.77
cluster_09,2025-12-11 07:00:00,23.55,21.13,59.13,58.12,131.45,29.17,196.21,6.66
cluster_10,2025-12-11 07:00:00,20.58,21.93,59.73,58.64,133.25,29.71,199.95,6.69
cluster_01,2025-12-11 07:30:00,22.11,24.28,54.45,57.52,131.35,30.45,200.57,6.71
cluster_02,2025-12-11 07:30:00,23.37,21.76,63.26,,134.42,30.36,199.53,6.75
cluster_03,2025-12-11 07:30:00,23.94,22.28,53.78,59.14,136.99,30.91,202.89,6.82
cluster_04,2025-12-11 07:30:00,22.05,22.1,59.23,62.9,136.2,30.96,,6.84
cluster_05,2025-12-11 07:30:00,22.58,21.43,59.49,65.85,142.27,32.61,202.58,6.88
cluster_06,2025-12-11 07:30:00,25.17,24.98,58.76,48.67,121.67,26.54,190.4,6.74
cluster_07,2025-12-11 07:30:00,23.63,24.18,55.64,55.44,128.7,28.48,,6.72
cluster_08,2025-12-11 07:30:00,24.28,23.61,56.4,55.26,-134.41,28.72,196.7,6.77
cluster_09,2025-12-11 07:30:00,24.11,21.94,57.34,59.23,134.91,29.75,202.26,6.78
cluster_10,2025-12-11 07:30:00,,22.93,56.62,58.79,136.6,,201.49,6.88
cluster_01,2025-12-11 08:00:00,-23.63,24.05,56.35,56.33,131.19,28.84,201.41,6.77
cluster_02,2025-12-11 08:00:00,23.11,23.54,56.81,56.84,-134.78,30.99,199.52,6.89
cluster_03,2025-12-11 08:00:00,23.62,24.7,53.21,56.97,134.42,30.58,198.33,6.92
cluster_04,2025-12-11 08:00:00,24.19,23.61,,60.33,135.62,30.91,202.41,6.87
cluster_05,2025-12-11 08:00:00,22.28,24.14,60.17,66.9,,31.93,201.09,6.83
cluster_06,2025-12-11 08:00:00,25.57,24.49,56.67,48.98,120.93,27.69,195.53,6.69
cluster_07,2025-12-11 08:00:00,25.85,24.17,51.31,57.12,128.41,28.86,195.08,6.73
cluster_08,2025-12-11 08:00:00,25.03,24.3,53.62,56.91,130.82,29.94,199.1,6.81
cluster_09,2025-12-11 08:00:00,25.05,24.53,56.69,59.83,132.69,28.69,202.36,6.82
cluster_10,2025-12-11 08:00:00,22.13,24.57,55.73,59.37,134.83,29.45,199.45,6.81
cluster_01,2025-12-11 08:30:00,25.87,,47.83,55.47,131.68,29.14,990.92,6.9
cluster_02,2025-12-11 08:30:00,24.55,24.83,51.58,,134.71,29.2,198.19,6.85
cluster_03,2025-12-11 08:30:00,23.71,24.18,51.13,59.39,138.26,29.76,195.65,6.83
cluster_04,2025-12-11 08:30:00,22.83,23.64,47.94,62.05,136.48,31.06,197.88,6.79
cluster_05,2025-12-11 08:30:00,24.28,23.7,53.21,65.03,142.16,31.44,207.53,6.88
cluster_06,2025-12-11 08:30:00,25.33,25.53,55.52,49.1,120.07,26.87,194.62,6.65
cluster_07,2025-12-11 08:30:00,25.35,26.25,51.09,,130.09,29.44,196.83,6.73
cluster_08,2025-12-11 08:30:00,26.28,25.46,50.5,59.01,131.85,29.34,198.32,6.76
cluster_09,2025-12-11 08:30:00,24.29,26.03,54.88,57.56,134.83,30.01,199.8,6.83
cluster_10,2025-12-11 08:30:00,24.32,23.4,53.91,59.16,134.71,30.52,198.81,6.83
cluster_01,2025-12-11 09:00:00,27.27,26.04,49.24,57.27,131.37,29.03,200.37,6.75
cluster_02,2025-12-11 09:00:00,26.73,24.6,49.21,58.18,,30.16,199.67,6.82
cluster_03,2025-12-11 09:00:00,,25.13,49.1,59.68,135.94,30.34,202.04,6.8
cluster_04,2025-12-11 09:00:00,25.79,24.62,47.37,57.8,135.81,29.82,201.44,6.88
cluster_05,2025-12-11 09:00:00,23.82,117.57,50.13,65.14,141.2,30.84,40.98,6.92
cluster_06,2025-12-11 09:00:00,26.36,28.05,48.01,46.7,120.28,26.67,190.62,6.76
cluster_07,2025-12-11 09:00:00,26.81,26.98,52.95,55.1,130.17,29.34,199.27,6.79
cluster_08,2025-12-11 09:00:00,26.55,26.15,50.76,57.44,132.3,29.27,199.32,6.85
cluster_09,2025-12-11 09:00:00,26.42,26.04,-50.65,59.12,132.33,29.3,201.94,6.8
cluster_10,2025-12-11 09:00:00,24.29,24.9,52.84,59.53,132.51,30.51,201.34,6.77
cluster_01,2025-12-11 09:30:00,26.1,26.05,51.05,56.88,130.88,29.11,198.49,6.87
cluster_02,2025-12-11 09:30:00,25.39,26.57,51.12,59.34,133.08,29.5,197.86,6.89
cluster_03,2025-12-11 09:30:00,25.76,24.86,47.81,58.57,137.72,30.11,199.1,6.73
cluster_04,2025-12-11 09:30:00,25.96,26.14,48.29,59.37,137.21,30.65,201.32,6.8
cluster_05,2025-12-11 09:30:00,25.26,25.27,51.33,64.51,142.88,31.63,203.59,6.92
cluster_06,2025-12-11 09:30:00,30.29,29.4,,51.47,119.66,27.33,194.17,6.81
cluster_07,2025-12-11 09:30:00,28.01,27.33,48.36,53.43,130.26,29.14,198.5,6.72
cluster_08,2025-12-11 09:30:00,27.72,27.14,47.53,56.59,133.61,29.54,196.93,6.78
cluster_09,2025-12-11 09:30:00,26.05,25.25,46.8,57.05,130.91,30.05,197.92,6.84
cluster_10,2025-12-11 09:30:00,-25.75,26.32,49.61,59.55,134.01,29.75,200.3,6.76
cluster_01,2025-12-11 10:00:00,136.79,27.77,46.64,55.92,130.24,29.05,197.63,6.87
cluster_02,2025-12-11 10:00:00,27.6,27.29,48.22,60.03,132.84,30.32,202.29,6.82
cluster_03,2025-12-11 10:00:00,27.96,26.24,49.37,59.22,136.7,30.54,197.1,6.81
cluster_04,2025-12-11 10:00:00,140.06,26.82,48.88,60.1,137.84,30.59,200.46,6.76
cluster_05,2025-12-11 10:00:00,25.72,25.41,47.32,67.48,143.38,31.97,201.59,6.82
cluster_06,2025-12-11 10:00:00,28.3,28.75,48.1,48.79,120.68,26.74,196.04,6.7
cluster_07,2025-12-11 10:00:00,27.14,28.5,45.35,56.55,129.81,30.11,200.64,6.79
cluster_08,2025-12-11 10:00:00,26.88,26.28,48.16,59.39,132.57,29.36,200.25,6.76
cluster_09,2025-12-11 10:00:00,26.2,131.55,47.05,56.45,133.76,29.5,195.18,6.92
cluster_10,2025-12-11 10:00:00,26.53,26.76,47.94,58.89,135.14,31.25,200.27,6.85
cluster_01,2025-12-11 10:30:00,27.43,27.26,44.12,56.64,130.34,30.04,199.89,6.74
cluster_02,2025-12-11 10:30:00,27.86,27.11,42.73,60.52,134.61,30.04,202.34,6.81
cluster_03,2025-12-11 10:30:00,,25.03,48.45,60.46,135.98,31.13,200.44,6.79
cluster_04,2025-12-11 10:30:00,26.48,26.64,45.2,59.28,137.36,30.11,202.83,6.86
cluster_05,2025-12-11 10:30:00,26.12,26.2,50.73,65.41,141.11,31.27,40.48,6.99
cluster_06,2025-12-11 10:30:00,29.95,30.82,46.11,47.42,121.06,27.75,192.79,6.81
cluster_07,2025-12-11 10:30:00,27.9,27.43,47.31,56.87,129.34,29.03,198.45,6.81
cluster_08,2025-12-11 10:30:00,28.12,27.14,48.41,54.91,132.17,29.75,201.11,6.81
cluster_09,2025-12-11 10:30:00,27.13,26.63,45.45,57.69,134.36,29.29,198.01,6.88
cluster_10,2025-12-11 10:30:00,27.22,26.98,45.51,294.77,133.96,30.22,202.36,6.92
cluster_01,2025-12-11 11:00:00,29.31,29.25,45.94,55.46,131.75,30.08,199.92,6.8
cluster_02,2025-12-11 11:00:00,27.79,27.23,48.56,58.53,134.31,29.58,982.01,6.8
cluster_03,2025-12-11 11:00:00,26.56,27.26,44.23,61.19,136.16,30.72,202.32,6.87
cluster_04,2025-12-11 11:00:00,27.73,26.46,48.67,59.21,136.87,29.99,201.84,6.89
cluster_05,2025-12-11 11:00:00,,26.3,45.93,13.88,144.57,31.73,206.3,6.93
cluster_06,2025-12-11 11:00:00,29.96,29.09,46.12,49.39,119.78,26.88,198.31,6.72
cluster_07,2025-12-11 11:00:00,28.67,28.04,49.18,57.32,133.1,28.33,201.46,6.81
cluster_08,2025-12-11 11:00:00,26.82,28.04,41.05,54.34,131.03,29.76,196.19,6.88
cluster_09,2025-12-11 11:00:00,28.16,27.06,44.03,57.99,133.72,29.26,202.05,6.77
cluster_10,2025-12-11 11:00:00,27.61,26.98,44.55,59.48,136.0,30.45,199.57,6.86
cluster_01,2025-12-11 11:30:00,28.12,28.1,46.03,54.15,130.89,29.06,195.63,6.85
cluster_02,2025-12-11 11:30:00,28.27,27.46,44.66,288.92,134.02,30.01,197.93,6.88
cluster_03,2025-12-11 11:30:00,27.12,26.84,42.24,59.57,135.37,29.88,200.25,6.82
cluster_04,2025-12-11 11:30:00,26.62,27.32,43.09,60.67,136.22,31.11,204.0,6.96
cluster_05,2025-12-11 11:30:00,26.06,26.11,43.96,65.61,142.65,31.26,204.35,
cluster_06,2025-12-11 11:30:00,29.48,29.16,-45.38,48.32,119.13,26.34,189.54,6.69
cluster_07,2025-12-11 11:30:00,29.05,27.6,43.07,56.65,131.09,29.19,198.76,6.69
cluster_08,2025-12-11 11:30:00,27.64,28.72,42.66,58.38,654.21,29.34,197.9,6.8
cluster_09,2025-12-11 11:30:00,28.71,26.9,47.26,56.28,131.54,29.87,196.2,6.72
cluster_10,2025-12-11 11:30:00,27.09,27.5,43.28,58.86,133.86,29.4,200.38,6.89
cluster_01,2025-12-11 12:00:00,141.86,28.46,45.21,54.43,131.28,28.97,200.89,6.75
cluster_02,2025-12-11 12:00:00,28.04,27.96,47.08,56.73,134.65,31.2,197.58,6.86
cluster_03,2025-12-11 12:00:00,28.47,26.64,39.89,60.4,136.03,30.92,199.9,6.77
cluster_04,2025-12-11 12:00:00,28.05,26.89,45.33,59.59,136.95,30.7,199.63,6.76
cluster_05,2025-12-11 12:00:00,25.67,26.84,,65.48,143.98,6.33,203.04,-6.93
cluster_06,2025-12-11 12:00:00,29.78,28.97,46.14,48.38,119.96,26.09,194.35,6.67
cluster_07,2025-12-11 12:00:00,28.02,27.22,43.61,55.74,130.04,29.83,199.66,6.83
cluster_08,2025-12-11 12:00:00,28.87,28.35,45.7,57.4,132.52,29.96,197.42,6.77
cluster_09,2025-12-11 12:00:00,27.87,28.03,42.1,59.0,133.21,29.18,199.49,6.77
cluster_10,2025-12-11 12:00:00,28.15,27.6,44.11,,,31.31,198.57,
cluster_01,2025-12-11 12:30:00,27.34,,47.39,57.1,131.68,29.83,200.91,6.76
cluster_02,2025-12-11 12:30:00,28.41,28.85,47.99,58.32,135.52,29.98,198.92,
cluster_03,2025-12-11 12:30:00,27.18,27.96,45.44,61.14,134.98,30.25,200.75,6.84
cluster_04,2025-12-11 12:30:00,28.16,27.73,45.52,60.97,137.4,30.64,200.67,6.86
cluster_05,2025-12-11 12:30:00,27.2,25.53,43.76,65.95,143.96,30.64,205.34,7.0
cluster_06,2025-12-11 12:30:00,29.01,141.36,41.3,49.97,121.06,27.06,195.05,6.8
cluster_07,2025-12-11 12:30:00,27.66,28.79,46.73,57.25,130.15,29.14,197.2,6.82
cluster_08,2025-12-11 12:30:00,29.21,27.99,47.16,56.65,132.32,29.48,204.33,6.71
cluster_09,2025-12-11 12:30:00,27.62,28.48,9.14,55.05,132.82,29.48,199.37,6.75
cluster_10,2025-12-11 12:30:00,30.17,28.08,39.74,58.72,136.42,29.47,201.36,6.78
cluster_01,2025-12-11 13:00:00,27.68,28.03,49.21,58.45,130.9,29.12,197.67,6.75
cluster_02,2025-12-11 13:00:00,,26.83,43.63,,132.81,30.39,199.68,6.74
cluster_03,2025-12-11 13:00:00,27.92,27.34,40.47,59.08,135.85,30.59,199.72,6.86
cluster_04,2025-12-11 13:00:00,,27.93,46.37,61.42,136.01,30.08,200.81,6.8
cluster_05,2025-12-11 13:00:00,26.88,26.61,46.62,65.11,145.98,31.37,202.07,6.8
cluster_06,2025-12-11 13:00:00,30.2,28.66,45.72,48.82,119.58,26.88,194.54,6.67
cluster_07,2025-12-11 13:00:00,29.27,28.82,46.05,55.9,130.34,28.54,197.25,6.81
cluster_08,2025-12-11 13:00:00,29.88,28.88,47.45,55.75,132.54,29.33,198.58,6.78
cluster_09,2025-12-11 13:00:00,26.96,27.79,43.77,60.13,133.15,29.96,198.54,6.83
cluster_10,2025-12-11 13:00:00,27.99,27.5,44.55,58.77,134.46,30.4,200.73,6.76
cluster_01,2025-12-11 13:30:00,28.77,27.83,44.29,55.84,131.75,29.58,198.5,6.72
cluster_02,2025-12-11 13:30:00,26.87,27.6,47.67,,132.98,29.4,197.14,6.78
cluster_03,2025-12-11 13:30:00,,25.77,48.82,59.4,135.1,31.05,198.42,6.89
cluster_04,2025-12-11 13:30:00,26.99,27.2,49.81,61.74,136.82,29.9,198.64,6.85
cluster_05,2025-12-11 13:30:00,26.29,25.76,45.31,,142.37,32.08,206.94,6.86
cluster_06,2025-12-11 13:30:00,28.55,28.88,47.16,48.44,121.37,26.32,192.2,6.74
cluster_07,2025-12-11 13:30:00,27.7,27.77,46.11,56.08,130.62,28.81,,6.79
cluster_08,2025-12-11 13:30:00,28.83,27.34,45.99,57.46,132.63,29.47,202.5,6.8
cluster_09,2025-12-11 13:30:00,27.77,27.02,41.82,58.07,133.04,30.9,199.08,6.72
cluster_10,2025-12-11 13:30:00,27.81,26.52,49.64,59.07,134.85,29.53,1008.68,6.79
cluster_01,2025-12-11 14:00:00,26.21,26.91,51.6,57.18,129.06,29.26,199.2,6.74
cluster_02,2025-12-11 14:00:00,25.52,26.8,48.4,,132.81,29.53,197.96,6.76
cluster_03,2025-12-11 14:00:00,26.59,26.61,46.59,58.95,136.49,29.94,199.44,6.86
cluster_04,2025-12-11 14:00:00,26.92,26.87,46.51,61.29,136.17,151.06,202.88,6.75
cluster_05,2025-12-11 14:00:00,-26.27,26.12,47.26,66.85,142.23,31.3,206.49,6.75
cluster_06,2025-12-11 14:00:00,28.28,28.34,48.23,49.78,120.45,27.79,192.23,6.68
cluster_07,2025-12-11 14:00:00,27.66,27.63,,,129.74,28.38,201.15,6.78
cluster_08,2025-12-11 14:00:00,27.77,27.92,52.68,57.17,131.05,29.55,196.17,6.77
cluster_09,2025-12-11 14:00:00,27.66,27.11,45.98,56.33,133.94,30.05,996.66,6.79
cluster_10,2025-12-11 14:00:00,,26.18,46.74,60.28,134.89,29.98,198.85,6.71
cluster_01,2025-12-11 14:30:00,27.37,26.36,44.51,56.05,133.53,28.5,198.99,6.71
cluster_02,2025-12-11 14:30:00,27.19,25.58,-51.21,59.02,133.53,30.38,197.53,6.79
cluster_03,2025-12-11 14:30:00,26.67,26.45,54.36,58.01,134.23,30.01,201.33,6.86
cluster_04,2025-12-11 14:30:00,25.73,25.74,,61.12,134.92,30.36,205.33,6.76
cluster_05,2025-12-11 14:30:00,25.65,25.26,46.03,65.36,141.84,31.69,203.68,6.89
cluster_06,2025-12-11 14:30:00,27.04,27.4,53.36,48.46,120.93,27.5,193.74,6.68
cluster_07,2025-12-11 14:30:00,26.06,26.47,51.96,53.51,127.19,29.43,198.88,34.11
cluster_08,2025-12-11 14:30:00,27.48,26.99,48.75,55.19,131.12,29.52,196.58,6.7
cluster_09,2025-12-11 14:30:00,25.52,26.76,51.19,57.53,133.33,29.2,197.66,6.84
cluster_10,2025-12-11 14:30:00,26.67,25.74,52.93,57.21,134.56,30.64,199.13,6.77
cluster_01,2025-12-11 15:00:00,26.6,26.54,52.12,59.31,131.69,29.97,197.2,6.77
cluster_02,2025-12-11 15:00:00,26.2,25.09,54.26,58.09,134.75,,,6.87
cluster_03,2025-12-11 15:00:00,25.71,25.38,274.78,,136.29,29.76,201.64,6.82
cluster_04,2025-12-11 15:00:00,25.15,126.12,51.27,59.52,137.9,29.86,200.89,6.79
cluster_05,2025-12-11 15:00:00,24.62,24.89,,64.71,143.04,31.17,202.9,6.89
cluster_06,2025-12-11 15:00:00,26.84,26.91,-53.16,50.83,121.64,27.0,194.51,6.76
cluster_07,2025-12-11 15:00:00,25.86,26.95,47.25,54.57,128.04,28.48,197.26,6.86
cluster_08,2025-12-11 15:00:00,26.34,25.89,50.78,56.34,132.8,29.38,197.47,6.73
cluster_09,2025-12-11 15:00:00,26.59,25.71,51.13,57.84,133.3,29.63,195.87,6.78
cluster_10,2025-12-11 15:00:00,25.88,24.81,49.87,60.57,133.58,30.5,201.28,6.79
cluster_01,2025-12-11 15:30:00,24.92,25.05,52.45,57.13,,30.35,197.05,6.74
cluster_02,2025-12-11 15:30:00,25.19,27.13,49.83,56.25,134.18,30.02,199.37,1.36
cluster_03,2025-12-11 15:30:00,24.84,23.85,51.78,59.8,135.3,29.61,201.0,6.84
cluster_04,2025-12-11 15:30:00,25.31,24.27,53.47,61.23,137.42,30.2,201.99,6.83
cluster_05,2025-12-11 15:30:00,23.53,23.81,49.18,64.53,143.55,31.69,199.63,6.88
cluster_06,2025-12-11 15:30:00,26.87,26.03,54.23,46.9,120.33,27.95,194.33,6.7
cluster_07,2025-12-11 15:30:00,24.77,25.27,51.29,54.61,129.46,28.98,200.86,6.72
cluster_08,2025-12-11 15:30:00,24.92,23.73,51.33,55.64,130.86,29.37,196.98,6.86
cluster_09,2025-12-11 15:30:00,25.93,25.62,50.11,57.47,133.28,29.77,199.88,6.76
cluster_10,2025-12-11 15:30:00,25.63,24.23,51.03,58.12,135.63,29.3,201.06,6.8
cluster_01,2025-12-11 16:00:00,24.19,24.14,54.1,56.44,131.8,29.23,198.68,6.79
cluster_02,2025-12-11 16:00:00,25.23,24.17,53.57,59.08,134.14,29.76,198.85,6.8
cluster_03,2025-12-11 16:00:00,23.59,24.04,57.9,59.74,135.42,30.14,198.94,6.88
cluster_04,2025-12-11 16:00:00,22.5,24.07,58.08,59.52,138.42,29.46,201.22,6.8
cluster_05,2025-12-11 16:00:00,,23.92,53.52,63.06,141.82,31.41,200.74,6.86
cluster_06,2025-12-11 16:00:00,24.37,25.46,56.77,48.27,119.72,27.3,194.95,6.68
cluster_07,2025-12-11 16:00:00,24.95,24.64,54.73,273.12,129.98,28.64,193.18,6.82
cluster_08,2025-12-11 16:00:00,25.46,24.74,56.21,56.74,134.36,30.46,198.4,6.86
cluster_09,2025-12-11 16:00:00,24.74,23.67,56.11,57.62,130.38,29.51,201.44,6.86
cluster_10,2025-12-11 16:00:00,24.25,23.94,58.19,61.11,134.1,30.61,198.15,6.83
cluster_01,2025-12-11 16:30:00,23.66,24.41,55.23,54.3,130.95,28.74,200.4,6.71
cluster_02,2025-12-11 16:30:00,24.16,23.06,57.7,58.84,131.76,29.76,200.4,6.8
cluster_03,2025-12-11 16:30:00,-22.34,23.14,54.71,59.47,134.14,31.35,200.37,6.75
cluster_04,2025-12-11 16:30:00,22.78,22.56,56.21,59.28,136.24,29.93,199.22,
cluster_05,2025-12-11 16:30:00,21.94,22.17,50.76,65.44,141.78,31.01,201.77,6.78
cluster_06,2025-12-11 16:30:00,23.45,24.71,59.27,48.5,119.99,26.58,190.95,6.76
cluster_07,2025-12-11 16:30:00,23.87,24.0,59.41,56.76,129.4,29.08,194.17,6.77
cluster_08,2025-12-11 16:30:00,23.78,23.76,58.67,55.5,131.1,30.15,-197.89,6.74
cluster_09,2025-12-11 16:30:00,22.86,23.45,57.5,57.26,133.11,30.16,201.31,6.7
cluster_10,2025-12-11 16:30:00,23.89,23.1,55.42,59.2,134.47,30.59,202.89,6.84
cluster_01,2025-12-11 17:00:00,22.25,21.94,59.61,54.83,130.46,29.42,-199.77,6.8
cluster_02,2025-12-11 17:00:00,22.12,23.25,60.89,57.83,134.93,29.44,199.07,6.85
cluster_03,2025-12-11 17:00:00,21.57,22.04,60.54,57.98,134.43,29.16,196.03,6.79
cluster_04,2025-12-11 17:00:00,21.41,22.92,67.04,60.49,138.2,30.81,198.06,6.88
cluster_05,2025-12-11 17:00:00,21.07,20.17,59.74,65.38,144.08,32.38,204.64,6.9
cluster_06,2025-12-11 17:00:00,23.28,23.66,61.04,48.56,120.88,26.51,192.28,6.78
