cluster_id,timestamp,x,y,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_01,2025-12-10 23:30:00,8.0,32.2,11.9,12.6,83.9,56.1,130.1,28.9,202.6,6.84
cluster_02,2025-12-10 23:30:00,33.7,26.6,12.8,12.1,83.4,59.4,135.4,31.0,196.5,6.85
cluster_03,2025-12-10 23:30:00,44.5,19.5,12.6,12.2,84.4,61.1,135.5,29.2,198.0,6.77
cluster_04,2025-12-10 23:30:00,62.9,30.9,11.2,11.9,85.2,62.3,135.3,29.8,198.8,6.75
cluster_05,2025-12-10 23:30:00,91.6,28.3,10.8,11.0,86.6,68.2,141.9,31.7,201.1,6.82
cluster_06,2025-12-10 23:30:00,2.3,82.5,13.8,14.1,84.9,49.2,122.4,28.1,194.1,6.75
cluster_07,2025-12-10 23:30:00,35.3,70.4,12.2,12.9,83.8,56.4,130.6,30.1,201.6,6.75
cluster_08,2025-12-10 23:30:00,44.9,69.9,13.2,12.5,85.3,58.0,132.6,29.9,200.9,6.85
cluster_09,2025-12-10 23:30:00,66.9,75.4,12.1,12.3,83.4,58.3,133.7,29.9,197.9,6.87
cluster_10,2025-12-10 23:30:00,88.9,71.7,12.1,12.2,84.2,59.8,135.0,30.3,201.2,6.86
cluster_01,2025-12-11 00:00:00,8.0,32.2,12.8,12.5,87.5,56.5,131.0,28.8,201.8,6.75
cluster_02,2025-12-11 00:00:00,33.7,26.6,11.8,12.2,84.6,59.1,135.5,29.2,197.7,6.75
cluster_03,2025-12-11 00:00:00,44.5,19.5,11.5,12.2,85.6,61.6,135.0,30.5,201.2,6.9
cluster_04,2025-12-11 00:00:00,62.9,30.9,12.0,11.8,88.0,60.0,137.4,30.4,202.5,6.87
cluster_05,2025-12-11 00:00:00,91.6,28.3,10.5,10.7,85.3,66.3,144.9,31.6,204.7,6.95
cluster_06,2025-12-11 00:00:00,2.3,82.5,14.2,14.1,85.6,50.4,119.7,26.4,193.6,6.59
cluster_07,2025-12-11 00:00:00,35.3,70.4,12.5,12.7,81.0,56.0,131.7,29.3,197.3,6.83
cluster_08,2025-12-11 00:00:00,44.9,69.9,11.4,12.2,83.8,56.5,132.8,30.4,199.4,6.85
cluster_09,2025-12-11 00:00:00,66.9,75.4,12.2,12.3,84.9,59.2,133.8,30.0,196.4,6.81
cluster_10,2025-12-11 00:00:00,88.9,71.7,11.7,12.0,80.3,59.4,134.4,29.3,200.8,6.84
cluster_01,2025-12-11 00:30:00,8.0,32.2,13.2,12.8,83.4,56.0,133.0,28.9,199.2,6.8
cluster_02,2025-12-11 00:30:00,33.7,26.6,11.9,12.5,87.6,59.9,135.1,30.0,202.4,6.81
cluster_03,2025-12-11 00:30:00,44.5,19.5,11.8,12.0,82.5,59.6,136.9,29.0,196.4,6.8
cluster_04,2025-12-11 00:30:00,62.9,30.9,11.4,11.8,86.0,61.5,135.8,29.6,201.1,6.85
cluster_05,2025-12-11 00:30:00,91.6,28.3,10.5,10.7,85.4,65.2,143.0,31.3,202.4,6.85
cluster_06,2025-12-11 00:30:00,2.3,82.5,13.8,14.1,86.8,49.3,121.1,26.6,191.2,6.83
cluster_07,2025-12-11 00:30:00,35.3,70.4,12.8,12.8,82.2,56.2,130.6,29.2,196.4,6.77
cluster_08,2025-12-11 00:30:00,44.9,69.9,12.1,12.2,87.4,57.0,132.8,29.2,198.7,6.77
cluster_09,2025-12-11 00:30:00,66.9,75.4,12.3,12.5,84.7,56.8,130.9,30.3,199.1,6.66
cluster_10,2025-12-11 00:30:00,88.9,71.7,12.3,12.2,84.4,59.2,134.5,29.0,198.1,6.76
cluster_01,2025-12-11 01:00:00,8.0,32.2,12.7,13.2,85.2,56.9,131.1,29.3,198.4,6.74
cluster_02,2025-12-11 01:00:00,33.7,26.6,12.9,12.6,83.0,59.4,135.3,31.0,199.6,6.76
cluster_03,2025-12-11 01:00:00,44.5,19.5,12.0,12.1,84.5,61.0,137.0,29.8,202.7,6.88
cluster_04,2025-12-11 01:00:00,62.9,30.9,11.9,11.9,85.3,60.3,137.7,30.5,200.8,6.78
cluster_05,2025-12-11 01:00:00,91.6,28.3,10.6,11.0,82.8,66.8,142.6,32.1,203.3,6.79
cluster_06,2025-12-11 01:00:00,2.3,82.5,14.7,14.2,87.4,48.8,121.5,27.6,195.7,6.78
cluster_07,2025-12-11 01:00:00,35.3,70.4,12.8,13.1,87.9,55.3,130.1,28.5,199.0,6.73
cluster_08,2025-12-11 01:00:00,44.9,69.9,11.5,12.3,84.1,57.9,130.6,29.3,199.3,6.85
cluster_09,2025-12-11 01:00:00,66.9,75.4,12.4,12.7,84.7,57.6,132.5,29.4,198.6,6.81
cluster_10,2025-12-11 01:00:00,88.9,71.7,12.3,12.5,86.2,59.7,137.4,29.7,198.3,6.85
cluster_01,2025-12-11 01:30:00,8.0,32.2,13.5,13.4,85.0,57.9,129.9,29.4,198.6,6.89
cluster_02,2025-12-11 01:30:00,33.7,26.6,12.9,13.2,81.9,58.4,135.0,30.0,198.8,6.82
cluster_03,2025-12-11 01:30:00,44.5,19.5,12.2,12.4,77.5,60.3,134.5,31.1,200.3,6.75
cluster_04,2025-12-11 01:30:00,62.9,30.9,12.3,12.1,82.6,61.7,135.9,30.4,200.2,6.8
cluster_05,2025-12-11 01:30:00,91.6,28.3,11.1,11.4,84.9,66.9,143.7,31.7,205.0,6.95
cluster_06,2025-12-11 01:30:00,2.3,82.5,13.9,14.5,79.6,49.0,119.9,27.3,193.4,6.69
cluster_07,2025-12-11 01:30:00,35.3,70.4,13.5,13.6,86.8,55.9,130.3,29.3,196.9,6.8
cluster_08,2025-12-11 01:30:00,44.9,69.9,12.9,13.0,82.7,59.4,133.0,29.8,199.2,6.75
cluster_09,2025-12-11 01:30:00,66.9,75.4,13.6,13.0,83.2,58.1,132.6,29.2,197.6,6.72
cluster_10,2025-12-11 01:30:00,88.9,71.7,12.5,13.0,84.6,60.1,136.1,29.8,200.1,6.83
cluster_01,2025-12-11 02:00:00,8.0,32.2,13.7,13.7,80.5,56.0,131.1,30.1,199.5,6.72
cluster_02,2025-12-11 02:00:00,33.7,26.6,13.3,13.6,81.4,58.8,133.9,29.9,200.2,6.76
cluster_03,2025-12-11 02:00:00,44.5,19.5,12.9,12.7,81.9,61.4,137.6,30.0,207.1,6.85
cluster_04,2025-12-11 02:00:00,62.9,30.9,12.0,12.8,79.4,61.1,137.6,30.5,200.5,6.8
cluster_05,2025-12-11 02:00:00,91.6,28.3,12.2,11.8,86.5,67.0,143.0,31.4,205.0,6.86
cluster_06,2025-12-11 02:00:00,2.3,82.5,14.4,15.0,79.7,49.0,121.5,27.8,194.3,6.61
cluster_07,2025-12-11 02:00:00,35.3,70.4,13.8,13.9,82.5,54.7,131.3,29.0,195.3,6.78
cluster_08,2025-12-11 02:00:00,44.9,69.9,13.5,13.5,80.5,57.9,131.7,30.3,195.8,6.83
cluster_09,2025-12-11 02:00:00,66.9,75.4,12.7,13.3,82.1,59.5,133.4,29.6,199.1,6.75
cluster_10,2025-12-11 02:00:00,88.9,71.7,13.8,13.3,81.3,59.6,133.6,30.5,200.9,6.93
cluster_01,2025-12-11 02:30:00,8.0,32.2,13.8,14.4,80.7,57.4,131.1,28.8,196.3,6.8
cluster_02,2025-12-11 02:30:00,33.7,26.6,14.7,14.1,79.0,58.3,135.0,29.8,200.9,6.78
cluster_03,2025-12-11 02:30:00,44.5,19.5,13.1,13.4,77.6,58.4,136.6,29.7,205.3,6.78
cluster_04,2025-12-11 02:30:00,62.9,30.9,12.9,13.4,80.5,59.5,138.0,30.2,203.2,6.75
cluster_05,2025-12-11 02:30:00,91.6,28.3,12.3,12.6,78.9,68.2,143.1,30.9,206.7,6.85
cluster_06,2025-12-11 02:30:00,2.3,82.5,15.9,15.5,83.5,49.8,121.2,27.1,195.6,6.72
cluster_07,2025-12-11 02:30:00,35.3,70.4,15.2,14.5,84.2,56.9,129.0,29.1,200.1,6.64
cluster_08,2025-12-11 02:30:00,44.9,69.9,14.8,14.4,81.4,57.8,131.3,29.3,198.1,6.88
cluster_09,2025-12-11 02:30:00,66.9,75.4,13.8,13.9,79.3,58.1,132.5,29.2,198.1,6.75
cluster_10,2025-12-11 02:30:00,88.9,71.7,13.9,13.8,81.0,61.0,136.6,30.1,195.2,6.83
cluster_01,2025-12-11 03:00:00,8.0,32.2,14.9,15.0,72.7,56.4,128.7,29.8,197.8,6.81
cluster_02,2025-12-11 03:00:00,33.7,26.6,14.0,14.7,79.4,60.1,135.3,29.9,202.1,6.75
cluster_03,2025-12-11 03:00:00,44.5,19.5,13.6,14.2,81.6,60.4,137.4,30.2,200.3,6.75
cluster_04,2025-12-11 03:00:00,62.9,30.9,14.7,14.1,81.6,61.5,137.7,32.0,200.4,6.78
cluster_05,2025-12-11 03:00:00,91.6,28.3,12.5,13.4,78.5,66.6,145.2,31.2,203.8,6.79
cluster_06,2025-12-11 03:00:00,2.3,82.5,16.2,16.3,78.6,50.5,122.2,26.7,192.9,6.63
cluster_07,2025-12-11 03:00:00,35.3,70.4,14.2,15.0,78.8,55.0,129.8,28.5,200.0,6.79
cluster_08,2025-12-11 03:00:00,44.9,69.9,14.7,15.1,79.5,57.8,131.3,28.9,202.0,6.85
cluster_09,2025-12-11 03:00:00,66.9,75.4,13.7,14.3,81.0,58.6,133.2,30.0,195.6,6.76
cluster_10,2025-12-11 03:00:00,88.9,71.7,13.9,14.5,78.0,60.4,136.3,30.6,202.3,6.8
cluster_01,2025-12-11 03:30:00,8.0,32.2,16.3,15.9,75.1,56.1,131.3,29.2,195.0,6.8
cluster_02,2025-12-11 03:30:00,33.7,26.6,15.6,15.5,80.4,59.1,135.3,30.6,202.8,6.84
cluster_03,2025-12-11 03:30:00,44.5,19.5,15.2,14.8,78.7,59.8,134.7,31.3,200.4,6.83
cluster_04,2025-12-11 03:30:00,62.9,30.9,15.2,15.0,74.1,60.5,137.1,31.1,198.4,6.77
cluster_05,2025-12-11 03:30:00,91.6,28.3,14.8,13.9,77.6,66.7,142.5,30.8,204.6,6.97
cluster_06,2025-12-11 03:30:00,2.3,82.5,16.8,17.2,75.8,49.5,120.0,27.0,193.5,6.73
cluster_07,2025-12-11 03:30:00,35.3,70.4,15.7,15.8,76.7,56.7,129.4,29.1,197.9,6.79
cluster_08,2025-12-11 03:30:00,44.9,69.9,16.0,15.8,78.0,56.2,132.8,29.8,197.5,6.79
cluster_09,2025-12-11 03:30:00,66.9,75.4,15.5,15.1,77.3,57.5,133.1,29.1,198.4,6.73
cluster_10,2025-12-11 03:30:00,88.9,71.7,15.0,15.1,77.5,58.2,134.8,29.4,199.2,6.77
cluster_01,2025-12-11 04:00:00,8.0,32.2,16.4,16.6,74.5,56.7,131.1,29.3,199.1,6.77
cluster_02,2025-12-11 04:00:00,33.7,26.6,16.0,16.3,75.6,60.9,135.7,28.9,199.2,6.85
cluster_03,2025-12-11 04:00:00,44.5,19.5,16.1,15.9,75.9,60.8,134.7,29.3,202.6,6.87
cluster_04,2025-12-11 04:00:00,62.9,30.9,15.6,15.9,72.9,61.9,136.6,29.8,202.6,6.8
cluster_05,2025-12-11 04:00:00,91.6,28.3,15.0,14.7,76.6,65.6,142.4,31.6,203.1,6.82
cluster_06,2025-12-11 04:00:00,2.3,82.5,18.3,17.9,72.5,50.3,119.2,26.4,194.5,6.73
cluster_07,2025-12-11 04:00:00,35.3,70.4,16.2,16.3,75.1,55.3,128.7,28.8,195.1,6.77
cluster_08,2025-12-11 04:00:00,44.9,69.9,16.6,16.4,72.9,57.3,132.1,29.9,198.2,6.77
cluster_09,2025-12-11 04:00:00,66.9,75.4,15.6,15.9,74.7,58.6,133.1,30.9,197.0,6.8
cluster_10,2025-12-11 04:00:00,88.9,71.7,15.9,16.1,78.1,60.3,135.4,30.6,197.5,6.77
cluster_01,2025-12-11 04:30:00,8.0,32.2,18.1,17.5,70.2,55.8,132.0,29.7,199.6,6.78
cluster_02,2025-12-11 04:30:00,33.7,26.6,17.1,17.3,72.1,58.9,135.2,30.7,197.2,6.79
cluster_03,2025-12-11 04:30:00,44.5,19.5,16.3,16.8,75.7,60.8,135.9,29.7,204.1,6.78
cluster_04,2025-12-11 04:30:00,62.9,30.9,16.7,16.9,72.9,61.0,136.3,30.5,200.7,6.79
cluster_05,2025-12-11 04:30:00,91.6,28.3,15.0,15.8,71.5,67.5,142.8,31.0,204.4,6.88
cluster_06,2025-12-11 04:30:00,2.3,82.5,18.5,19.0,71.5,48.1,119.9,26.6,191.4,6.66
cluster_07,2025-12-11 04:30:00,35.3,70.4,17.9,17.5,72.4,55.7,129.5,28.6,195.1,6.81
cluster_08,2025-12-11 04:30:00,44.9,69.9,17.0,17.3,69.5,57.2,130.7,29.5,197.7,6.71
cluster_09,2025-12-11 04:30:00,66.9,75.4,17.0,17.1,71.2,59.7,132.6,30.4,199.7,6.72
cluster_10,2025-12-11 04:30:00,88.9,71.7,16.9,17.2,74.6,60.4,135.1,30.4,202.1,6.77
cluster_01,2025-12-11 05:00:00,8.0,32.2,17.0,18.4,73.4,56.2,133.2,28.8,197.3,6.78
cluster_02,2025-12-11 05:00:00,33.7,26.6,18.7,18.3,69.6,58.3,134.8,29.2,199.1,6.81
cluster_03,2025-12-11 05:00:00,44.5,19.5,18.2,17.8,68.3,59.6,136.5,31.0,197.4,6.74
cluster_04,2025-12-11 05:00:00,62.9,30.9,17.4,17.7,68.2,61.4,138.3,30.1,201.1,6.74
cluster_05,2025-12-11 05:00:00,91.6,28.3,16.5,16.8,64.5,66.9,143.8,31.5,204.9,6.93
cluster_06,2025-12-11 05:00:00,2.3,82.5,19.7,20.2,67.4,48.6,120.6,27.6,193.0,6.76
cluster_07,2025-12-11 05:00:00,35.3,70.4,17.8,18.4,69.7,55.0,131.0,29.4,197.8,6.74
cluster_08,2025-12-11 05:00:00,44.9,69.9,17.5,18.0,71.4,57.5,132.8,29.2,198.6,6.8
cluster_09,2025-12-11 05:00:00,66.9,75.4,17.9,17.9,67.5,59.0,132.6,29.7,198.0,6.81
cluster_10,2025-12-11 05:00:00,88.9,71.7,19.1,18.0,71.2,59.3,137.1,29.1,200.1,6.88
cluster_01,2025-12-11 05:30:00,8.0,32.2,19.8,19.4,64.8,55.6,132.5,29.5,201.5,6.78
cluster_02,2025-12-11 05:30:00,33.7,26.6,19.2,19.4,64.5,57.4,135.6,29.8,200.4,6.73
cluster_03,2025-12-11 05:30:00,44.5,19.5,18.4,18.8,71.1,59.6,137.8,31.2,197.1,6.81
cluster_04,2025-12-11 05:30:00,62.9,30.9,19.3,18.8,66.0,60.0,136.1,29.9,204.3,6.93
cluster_05,2025-12-11 05:30:00,91.6,28.3,17.8,17.7,70.3,66.3,141.2,32.3,203.8,6.9
cluster_06,2025-12-11 05:30:00,2.3,82.5,21.6,21.2,71.8,48.3,120.5,27.6,193.1,6.75
cluster_07,2025-12-11 05:30:00,35.3,70.4,19.8,19.4,69.9,54.5,130.4,28.3,196.6,6.79
cluster_08,2025-12-11 05:30:00,44.9,69.9,19.4,19.1,70.6,57.2,130.9,30.0,197.6,6.73
cluster_09,2025-12-11 05:30:00,66.9,75.4,19.3,19.0,70.2,57.9,132.2,30.1,201.5,6.91
cluster_10,2025-12-11 05:30:00,88.9,71.7,19.0,18.9,66.6,58.2,134.3,30.7,202.6,6.81
cluster_01,2025-12-11 06:00:00,8.0,32.2,20.5,20.2,64.1,58.7,131.1,29.4,195.9,6.83
cluster_02,2025-12-11 06:00:00,33.7,26.6,20.3,20.3,66.8,57.1,134.5,29.7,198.0,6.79
cluster_03,2025-12-11 06:00:00,44.5,19.5,19.9,19.9,66.9,60.2,136.7,30.2,199.4,6.81
cluster_04,2025-12-11 06:00:00,62.9,30.9,19.6,19.9,64.2,60.3,135.8,29.8,201.0,6.89
cluster_05,2025-12-11 06:00:00,91.6,28.3,19.6,18.9,66.5,64.7,140.7,32.2,200.4,6.88
cluster_06,2025-12-11 06:00:00,2.3,82.5,22.7,22.3,65.0,49.3,120.0,27.3,190.9,6.75
cluster_07,2025-12-11 06:00:00,35.3,70.4,20.3,20.2,65.3,53.7,130.5,29.3,196.9,6.69
cluster_08,2025-12-11 06:00:00,44.9,69.9,19.6,20.2,62.9,57.5,132.5,29.8,199.8,6.75
cluster_09,2025-12-11 06:00:00,66.9,75.4,19.9,20.2,66.1,58.7,133.6,28.9,202.5,6.73
cluster_10,2025-12-11 06:00:00,88.9,71.7,18.9,19.7,66.5,59.7,135.2,30.1,201.1,6.84
cluster_01,2025-12-11 06:30:00,8.0,32.2,21.3,21.3,62.7,56.8,130.2,29.6,195.4,6.89
cluster_02,2025-12-11 06:30:00,33.7,26.6,21.6,21.1,62.2,57.3,133.6,30.3,198.0,6.8
cluster_03,2025-12-11 06:30:00,44.5,19.5,21.2,20.9,61.9,59.4,135.8,29.6,201.8,6.85
cluster_04,2025-12-11 06:30:00,62.9,30.9,20.8,20.9,59.7,60.4,137.5,30.6,201.6,6.79
cluster_05,2025-12-11 06:30:00,91.6,28.3,19.3,20.1,58.9,68.1,142.1,31.6,204.7,6.8
cluster_06,2025-12-11 06:30:00,2.3,82.5,23.7,23.5,62.3,48.6,118.5,26.3,197.5,6.71
cluster_07,2025-12-11 06:30:00,35.3,70.4,21.3,21.4,63.8,54.4,130.0,29.4,199.6,6.79
cluster_08,2025-12-11 06:30:00,44.9,69.9,22.0,21.4,65.6,56.8,132.6,29.1,199.2,6.73
cluster_09,2025-12-11 06:30:00,66.9,75.4,20.9,21.3,59.1,58.5,133.8,31.0,200.6,6.78
cluster_10,2025-12-11 06:30:00,88.9,71.7,20.7,20.5,59.0,59.7,134.6,30.3,200.2,6.89
cluster_01,2025-12-11 07:00:00,8.0,32.2,22.5,22.2,62.7,56.0,133.9,29.5,198.8,6.75
cluster_02,2025-12-11 07:00:00,33.7,26.6,21.9,22.0,59.5,59.1,134.3,29.2,200.6,6.94
cluster_03,2025-12-11 07:00:00,44.5,19.5,21.8,21.9,62.1,61.1,135.0,31.3,201.7,6.87
cluster_04,2025-12-11 07:00:00,62.9,30.9,22.3,21.9,57.9,61.7,136.0,30.1,198.7,6.84
cluster_05,2025-12-11 07:00:00,91.6,28.3,21.4,21.1,58.6,65.4,141.1,31.6,204.7,6.84
cluster_06,2025-12-11 07:00:00,2.3,82.5,23.8,24.2,61.0,49.7,120.9,27.0,190.0,6.63
cluster_07,2025-12-11 07:00:00,35.3,70.4,22.0,22.5,61.9,55.1,130.4,28.6,199.0,6.87
cluster_08,2025-12-11 07:00:00,44.9,69.9,22.3,22.4,60.4,57.1,133.2,29.5,200.4,6.76
cluster_09,2025-12-11 07:00:00,66.9,75.4,23.0,22.2,61.3,58.4,132.5,29.4,196.2,6.67
cluster_10,2025-12-11 07:00:00,88.9,71.7,21.0,21.3,59.3,58.5,133.6,29.6,199.9,6.69
cluster_01,2025-12-11 07:30:00,8.0,32.2,22.5,23.2,54.5,56.9,131.4,30.6,200.4,6.71
cluster_02,2025-12-11 07:30:00,33.7,26.6,22.6,22.7,63.7,59.4,133.7,30.2,199.8,6.75
cluster_03,2025-12-11 07:30:00,44.5,19.5,23.1,22.8,55.1,59.9,137.2,31.1,202.8,6.82
cluster_04,2025-12-11 07:30:00,62.9,30.9,22.3,22.7,58.8,62.5,135.9,30.9,200.6,6.85
cluster_05,2025-12-11 07:30:00,91.6,28.3,22.6,21.8,60.5,66.0,142.3,32.5,202.6,6.89
cluster_06,2025-12-11 07:30:00,2.3,82.5,25.6,25.0,59.3,48.0,122.4,26.5,190.3,6.75
cluster_07,2025-12-11 07:30:00,35.3,70.4,23.5,23.5,58.1,55.6,129.0,28.6,200.3,6.72
cluster_08,2025-12-11 07:30:00,44.9,69.9,24.0,23.5,57.3,55.8,134.1,28.8,196.7,6.78
cluster_09,2025-12-11 07:30:00,66.9,75.4,23.4,23.2,59.2,59.0,134.8,29.7,202.3,6.78
cluster_10,2025-12-11 07:30:00,88.9,71.7,22.8,22.3,58.5,58.2,137.2,30.7,201.2,6.88
cluster_01,2025-12-11 08:00:00,8.0,32.2,24.3,24.3,57.3,56.5,131.3,29.0,201.7,6.78
cluster_02,2025-12-11 08:00:00,33.7,26.6,23.5,23.7,55.6,57.2,133.8,31.0,200.0,6.88
cluster_03,2025-12-11 08:00:00,44.5,19.5,23.5,23.7,53.4,57.3,135.0,30.6,198.3,6.91
cluster_04,2025-12-11 08:00:00,62.9,30.9,24.4,23.8,52.4,60.0,135.4,30.9,202.3,6.88
cluster_05,2025-12-11 08:00:00,91.6,28.3,22.5,22.8,57.9,66.9,143.2,31.9,201.4,6.84
cluster_06,2025-12-11 08:00:00,2.3,82.5,25.4,25.5,56.9,49.0,120.9,27.7,195.5,6.69
cluster_07,2025-12-11 08:00:00,35.3,70.4,25.2,24.5,53.1,56.4,129.5,28.9,195.6,6.73
cluster_08,2025-12-11 08:00:00,44.9,69.9,24.1,24.3,54.2,56.7,130.9,29.9,198.1,6.8
cluster_09,2025-12-11 08:00:00,66.9,75.4,23.9,24.4,55.2,59.0,132.9,28.8,202.4,6.83
cluster_10,2025-12-11 08:00:00,88.9,71.7,22.9,23.2,56.5,59.5,133.9,29.5,199.4,6.81
cluster_01,2025-12-11 08:30:00,8.0,32.2,25.5,25.1,52.8,56.4,131.3,29.1,197.4,6.91
cluster_02,2025-12-11 08:30:00,33.7,26.6,23.9,24.5,51.3,59.7,134.3,29.3,198.4,6.85
cluster_03,2025-12-11 08:30:00,44.5,19.5,24.6,24.4,51.6,59.8,137.6,29.9,196.0,6.83
cluster_04,2025-12-11 08:30:00,62.9,30.9,23.8,24.5,49.6,61.9,136.3,31.1,198.0,6.78
cluster_05,2025-12-11 08:30:00,91.6,28.3,23.5,23.5,54.7,65.3,141.8,31.4,207.0,6.89
cluster_06,2025-12-11 08:30:00,2.3,82.5,26.3,26.6,55.0,49.6,121.0,26.9,194.3,6.64
cluster_07,2025-12-11 08:30:00,35.3,70.4,25.5,25.7,50.1,54.9,130.0,29.2,196.9,6.73
cluster_08,2025-12-11 08:30:00,44.9,69.9,25.3,25.2,50.1,58.4,132.2,29.4,198.4,6.76
cluster_09,2025-12-11 08:30:00,66.9,75.4,24.9,25.0,56.0,57.7,134.8,30.0,199.3,6.83
cluster_10,2025-12-11 08:30:00,88.9,71.7,24.3,24.3,54.2,59.3,135.3,30.5,198.5,6.83
cluster_01,2025-12-11 09:00:00,8.0,32.2,26.8,26.0,48.9,57.2,131.5,29.0,200.5,6.74
cluster_02,2025-12-11 09:00:00,33.7,26.6,26.7,25.3,50.0,58.3,133.7,30.1,199.4,6.82
cluster_03,2025-12-11 09:00:00,44.5,19.5,25.3,25.2,49.8,59.1,135.7,30.2,202.4,6.8
cluster_04,2025-12-11 09:00:00,62.9,30.9,26.1,25.3,49.6,58.6,136.7,30.0,201.5,6.88
cluster_05,2025-12-11 09:00:00,91.6,28.3,23.9,24.1,50.5,65.0,141.3,30.9,205.0,6.92
cluster_06,2025-12-11 09:00:00,2.3,82.5,26.4,27.1,49.6,46.8,121.0,26.6,190.8,6.77
cluster_07,2025-12-11 09:00:00,35.3,70.4,26.6,26.6,51.2,54.4,130.1,29.0,199.1,6.78
cluster_08,2025-12-11 09:00:00,44.9,69.9,26.1,25.8,52.8,57.3,132.0,29.3,199.7,6.84
cluster_09,2025-12-11 09:00:00,66.9,75.4,26.7,25.7,51.3,58.5,132.6,29.2,201.9,6.8
cluster_10,2025-12-11 09:00:00,88.9,71.7,24.8,25.1,51.4,59.1,133.3,30.5,201.4,6.77
cluster_01,2025-12-11 09:30:00,8.0,32.2,26.5,26.7,50.1,57.3,131.1,29.0,198.2,6.86
cluster_02,2025-12-11 09:30:00,33.7,26.6,25.8,26.1,51.4,58.9,134.1,29.6,198.0,6.89
cluster_03,2025-12-11 09:30:00,44.5,19.5,25.8,25.7,47.0,58.5,137.6,30.2,199.0,6.74
cluster_04,2025-12-11 09:30:00,62.9,30.9,25.8,25.7,50.6,59.5,137.0,30.7,201.3,6.8
cluster_05,2025-12-11 09:30:00,91.6,28.3,25.0,24.9,49.3,64.3,142.7,31.8,203.5,6.93
cluster_06,2025-12-11 09:30:00,2.3,82.5,29.1,27.9,48.5,51.0,120.8,27.2,194.1,6.81
cluster_07,2025-12-11 09:30:00,35.3,70.4,27.8,27.1,48.8,53.8,130.1,29.2,198.5,6.72
cluster_08,2025-12-11 09:30:00,44.9,69.9,26.6,26.6,47.6,56.9,132.7,29.5,197.2,6.78
cluster_09,2025-12-11 09:30:00,66.9,75.4,26.4,26.4,46.3,57.4,131.2,29.8,198.2,6.84
cluster_10,2025-12-11 09:30:00,88.9,71.7,26.4,26.0,48.7,59.4,134.6,29.6,199.9,6.77
cluster_01,2025-12-11 10:00:00,8.0,32.2,26.9,27.3,48.1,56.0,130.7,29.0,198.0,6.87
cluster_02,2025-12-11 10:00:00,33.7,26.6,26.8,26.9,47.9,60.3,132.6,30.2,201.7,6.82
cluster_03,2025-12-11 10:00:00,44.5,19.5,26.6,26.3,50.1,58.9,136.7,30.4,196.6,6.8
cluster_04,2025-12-11 10:00:00,62.9,30.9,26.5,26.3,47.3,59.8,137.8,30.7,201.2,6.76
cluster_05,2025-12-11 10:00:00,91.6,28.3,25.7,25.6,47.4,67.2,143.5,32.0,201.7,6.82
cluster_06,2025-12-11 10:00:00,2.3,82.5,28.4,28.5,49.2,48.5,121.3,26.8,195.8,6.7
cluster_07,2025-12-11 10:00:00,35.3,70.4,27.7,27.7,47.9,55.7,129.7,29.9,200.6,6.79
cluster_08,2025-12-11 10:00:00,44.9,69.9,27.0,27.0,46.1,58.8,132.5,29.5,200.6,6.75
cluster_09,2025-12-11 10:00:00,66.9,75.4,26.8,26.9,48.4,56.9,133.6,29.4,195.5,6.92
cluster_10,2025-12-11 10:00:00,88.9,71.7,26.8,26.6,48.8,58.4,135.5,31.1,200.3,6.84
cluster_01,2025-12-11 10:30:00,8.0,32.2,27.6,27.6,45.3,56.0,130.7,29.9,200.1,6.75
cluster_02,2025-12-11 10:30:00,33.7,26.6,27.3,27.2,43.6,59.6,134.7,30.0,202.0,6.82
cluster_03,2025-12-11 10:30:00,44.5,19.5,26.4,26.7,46.0,60.2,135.8,31.0,200.9,6.8
cluster_04,2025-12-11 10:30:00,62.9,30.9,26.1,26.5,45.6,59.3,137.3,30.2,203.1,6.86
cluster_05,2025-12-11 10:30:00,91.6,28.3,26.5,26.1,48.8,65.9,141.0,31.3,202.4,6.99
cluster_06,2025-12-11 10:30:00,2.3,82.5,29.2,29.2,45.5,46.8,120.8,27.9,192.8,6.81
cluster_07,2025-12-11 10:30:00,35.3,70.4,27.7,28.0,46.5,56.6,129.4,28.8,198.4,6.81
cluster_08,2025-12-11 10:30:00,44.9,69.9,27.9,27.4,48.5,55.5,131.9,30.0,201.2,6.8
cluster_09,2025-12-11 10:30:00,66.9,75.4,27.2,27.2,47.0,57.5,133.5,29.2,197.8,6.88
cluster_10,2025-12-11 10:30:00,88.9,71.7,27.4,27.1,44.6,59.0,134.2,30.2,202.4,6.93
cluster_01,2025-12-11 11:00:00,8.0,32.2,28.6,28.0,45.8,56.2,131.2,30.0,199.6,6.81
cluster_02,2025-12-11 11:00:00,33.7,26.6,27.9,27.7,47.5,58.4,134.4,29.6,196.2,6.8
cluster_03,2025-12-11 11:00:00,44.5,19.5,27.3,27.1,46.4,61.4,135.4,30.7,202.2,6.87
cluster_04,2025-12-11 11:00:00,62.9,30.9,27.2,26.8,45.8,59.1,136.6,30.0,201.7,6.89
cluster_05,2025-12-11 11:00:00,91.6,28.3,27.1,26.3,43.9,69.3,143.5,31.7,206.6,6.92
cluster_06,2025-12-11 11:00:00,2.3,82.5,29.2,29.3,45.7,48.9,120.1,26.8,198.1,6.71
