cluster_id,timestamp,temperature_ambiante_c,temperature_sol_c,humidite_ambiante,humidite_sol,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_04,2024-01-16 03:00:00,15.9,11.3,66.8,65.7,137.0,29.9,197.3,6.9
cluster_05,2024-01-16 03:00:00,14.6,11.4,76.4,61.4,136.1,29.3,198.5,6.86
cluster_06,2024-01-16 03:00:00,14.6,12.3,71.8,62.3,135.9,30.6,194.1,6.86
cluster_07,2024-01-16 03:00:00,16.2,12.0,74.6,63.2,133.8,30.1,193.9,6.63
cluster_08,2024-01-16 03:00:00,16.2,12.1,66.9,61.9,136.7,31.0,197.2,6.8
cluster_09,2024-01-16 03:00:00,15.7,12.4,72.1,62.3,134.5,29.5,197.5,6.99
cluster_10,2024-01-16 03:00:00,16.1,11.5,73.2,60.8,137.3,30.0,196.6,7.12
cluster_01,2024-01-16 03:30:00,16.9,11.4,73.5,63.5,133.3,30.6,202.1,6.73
cluster_02,2024-01-16 03:30:00,16.0,11.9,74.0,69.8,134.9,30.3,196.8,6.75
cluster_03,2024-01-16 03:30:00,15.8,11.3,76.3,70.0,135.2,29.3,201.6,6.75
cluster_04,2024-01-16 03:30:00,16.5,11.3,69.7,71.0,134.8,29.6,197.3,6.81
cluster_05,2024-01-16 03:30:00,15.3,11.4,79.4,66.7,133.9,29.0,198.5,6.76
cluster_06,2024-01-16 03:30:00,15.2,12.2,74.8,67.6,133.7,30.3,194.1,6.77
cluster_07,2024-01-16 03:30:00,16.9,12.0,77.5,68.5,131.7,29.7,193.9,6.53
cluster_08,2024-01-16 03:30:00,16.9,12.1,69.9,67.2,134.6,30.7,197.2,6.71
cluster_09,2024-01-16 03:30:00,16.4,12.4,75.1,67.6,132.4,29.2,197.5,6.9
cluster_10,2024-01-16 03:30:00,16.8,11.5,76.1,66.1,135.1,29.7,196.6,7.02
cluster_01,2024-01-16 04:00:00,15.2,12.7,72.6,61.5,133.2,30.4,201.2,6.71
cluster_02,2024-01-16 04:00:00,14.3,13.2,73.2,67.8,134.8,30.1,195.9,6.73
cluster_03,2024-01-16 04:00:00,14.0,12.5,75.5,68.0,135.1,29.1,200.7,6.73
cluster_04,2024-01-16 04:00:00,14.7,12.6,68.9,69.0,134.7,29.4,196.4,6.79
cluster_05,2024-01-16 04:00:00,13.5,12.7,78.5,64.7,133.8,28.8,197.6,6.74
cluster_06,2024-01-16 04:00:00,13.4,13.5,73.9,65.6,133.6,30.1,193.2,6.75
cluster_07,2024-01-16 04:00:00,15.1,13.3,76.7,66.5,131.6,29.6,193.0,6.51
cluster_08,2024-01-16 04:00:00,15.1,13.4,69.1,65.2,134.5,30.5,196.3,6.69
cluster_09,2024-01-16 04:00:00,14.6,13.6,74.2,65.6,132.3,29.0,196.6,6.88
cluster_10,2024-01-16 04:00:00,15.0,12.8,75.3,64.1,135.0,29.5,195.7,7.0
cluster_01,2024-01-16 04:30:00,16.9,12.2,69.0,61.7,134.7,30.4,204.9,6.79
cluster_02,2024-01-16 04:30:00,16.0,12.7,69.6,68.0,136.3,30.2,199.7,6.81
cluster_03,2024-01-16 04:30:00,15.8,12.0,71.9,68.2,136.6,29.1,204.4,6.81
cluster_04,2024-01-16 04:30:00,16.5,12.1,65.3,69.2,136.2,29.4,200.2,6.87
cluster_05,2024-01-16 04:30:00,15.2,12.2,74.9,64.9,135.3,28.9,201.4,6.82
cluster_06,2024-01-16 04:30:00,15.2,13.0,70.4,65.8,135.1,30.1,196.9,6.83
cluster_07,2024-01-16 04:30:00,16.8,12.8,73.1,66.7,133.1,29.6,196.7,6.59
cluster_08,2024-01-16 04:30:00,16.8,12.9,65.5,65.4,136.0,30.6,200.0,6.77
cluster_09,2024-01-16 04:30:00,16.3,13.1,70.6,65.8,133.8,29.1,200.3,6.96
cluster_10,2024-01-16 04:30:00,16.7,12.3,71.7,64.3,136.5,29.5,199.4,7.08
cluster_01,2024-01-16 05:00:00,18.8,11.9,60.5,61.4,134.8,30.5,201.3,6.82
cluster_02,2024-01-16 05:00:00,17.9,12.4,61.0,67.8,136.3,30.2,196.0,6.84
cluster_03,2024-01-16 05:00:00,17.7,11.7,63.3,67.9,136.6,29.2,200.8,6.84
cluster_04,2024-01-16 05:00:00,18.4,11.8,56.7,68.9,136.3,29.4,196.5,6.9
cluster_05,2024-01-16 05:00:00,17.2,11.9,66.4,64.7,135.4,28.9,197.7,6.86
cluster_06,2024-01-16 05:00:00,17.1,12.7,61.8,65.5,135.2,30.1,193.3,6.86
cluster_07,2024-01-16 05:00:00,18.8,12.5,64.5,66.4,133.2,29.6,193.1,6.63
cluster_08,2024-01-16 05:00:00,18.8,12.6,56.9,65.1,136.1,30.6,196.4,6.8
cluster_09,2024-01-16 05:00:00,18.3,12.8,62.0,65.6,133.8,29.1,196.7,6.99
cluster_10,2024-01-16 05:00:00,18.7,12.0,63.1,64.0,136.6,29.5,195.8,7.11
cluster_01,2024-01-16 05:30:00,20.8,14.2,63.8,61.1,133.1,30.6,201.9,6.8
cluster_02,2024-01-16 05:30:00,19.9,14.7,64.3,67.4,134.6,30.3,196.7,6.82
cluster_03,2024-01-16 05:30:00,19.7,14.0,66.7,67.6,134.9,29.3,201.4,6.81
cluster_04,2024-01-16 05:30:00,20.4,14.1,60.1,68.6,134.6,29.6,197.2,6.88
cluster_05,2024-01-16 05:30:00,19.2,14.2,69.7,64.3,133.7,29.0,198.4,6.83
cluster_06,2024-01-16 05:30:00,19.1,15.0,65.1,65.2,133.5,30.3,193.9,6.84
cluster_07,2024-01-16 05:30:00,20.8,14.8,67.9,66.1,131.5,29.8,193.7,6.6
cluster_08,2024-01-16 05:30:00,20.8,14.9,60.3,64.8,134.3,30.7,197.0,6.78
cluster_09,2024-01-16 05:30:00,20.3,15.1,65.4,65.2,132.1,29.2,197.3,6.97
cluster_10,2024-01-16 05:30:00,20.7,14.3,66.5,63.7,134.9,29.7,196.4,7.09
cluster_01,2024-01-16 06:00:00,19.7,15.1,57.6,65.5,133.1,30.6,201.9,6.81
cluster_02,2024-01-16 06:00:00,18.8,15.6,58.1,71.8,134.7,30.3,196.6,6.83
cluster_03,2024-01-16 06:00:00,18.6,15.0,60.4,71.9,135.0,29.3,201.4,6.83
cluster_04,2024-01-16 06:00:00,19.3,15.0,53.8,73.0,134.6,29.6,197.1,6.89
cluster_05,2024-01-16 06:00:00,18.0,15.1,63.5,68.7,133.8,29.1,198.3,6.85
cluster_06,2024-01-16 06:00:00,18.0,15.9,58.9,69.6,133.6,30.3,193.8,6.85
cluster_07,2024-01-16 06:00:00,19.6,15.7,61.6,70.5,131.5,29.8,193.7,6.62
cluster_08,2024-01-16 06:00:00,19.6,15.8,54.0,69.2,134.4,30.8,197.0,6.79
cluster_09,2024-01-16 06:00:00,19.1,16.1,59.1,69.6,132.2,29.3,197.3,6.98
cluster_10,2024-01-16 06:00:00,19.5,15.2,60.2,68.1,134.9,29.7,196.3,7.11
cluster_01,2024-01-16 06:30:00,21.2,15.3,60.9,65.0,133.2,30.4,203.8,6.73
cluster_02,2024-01-16 06:30:00,20.3,15.8,61.4,71.3,134.8,30.1,198.5,6.75
cluster_03,2024-01-16 06:30:00,20.1,15.1,63.7,71.5,135.1,29.1,203.3,6.74
cluster_04,2024-01-16 06:30:00,20.7,15.2,57.1,72.5,134.7,29.4,199.0,6.8
cluster_05,2024-01-16 06:30:00,19.5,15.3,66.8,68.2,133.8,28.8,200.2,6.76
cluster_06,2024-01-16 06:30:00,19.5,16.1,62.2,69.1,133.7,30.1,195.7,6.77
cluster_07,2024-01-16 06:30:00,21.1,15.9,64.9,70.0,131.6,29.5,195.6,6.53
cluster_08,2024-01-16 06:30:00,21.1,16.0,57.3,68.7,134.5,30.5,198.8,6.7
cluster_09,2024-01-16 06:30:00,20.6,16.2,62.5,69.1,132.3,29.0,199.2,6.89
cluster_10,2024-01-16 06:30:00,21.0,15.4,63.5,67.6,135.0,29.5,198.2,7.02
cluster_01,2024-01-16 07:00:00,20.8,15.1,57.4,63.6,132.3,30.5,202.3,6.69
cluster_02,2024-01-16 07:00:00,19.9,15.6,57.9,69.9,133.9,30.2,197.0,6.71
cluster_03,2024-01-16 07:00:00,19.7,14.9,60.2,70.1,134.2,29.2,201.8,6.71
cluster_04,2024-01-16 07:00:00,20.4,15.0,53.7,71.1,133.8,29.5,197.5,6.77
cluster_05,2024-01-16 07:00:00,19.2,15.1,63.3,66.8,133.0,28.9,198.7,6.73
cluster_06,2024-01-16 07:00:00,19.1,15.9,58.7,67.7,132.8,30.2,194.3,6.73
cluster_07,2024-01-16 07:00:00,20.8,15.7,61.5,68.6,130.7,29.7,194.1,6.5
cluster_08,2024-01-16 07:00:00,20.8,15.8,53.8,67.3,133.6,30.6,197.4,6.67
cluster_09,2024-01-16 07:00:00,20.3,16.0,59.0,67.7,131.4,29.1,197.7,6.86
cluster_10,2024-01-16 07:00:00,20.7,15.2,60.0,66.2,134.1,29.6,196.8,6.98
cluster_01,2024-01-16 07:30:00,21.7,16.6,51.0,64.2,132.6,30.9,204.1,6.84
cluster_02,2024-01-16 07:30:00,20.8,17.1,51.5,70.5,134.2,30.6,198.8,6.86
cluster_03,2024-01-16 07:30:00,20.6,16.4,53.8,70.7,134.5,29.6,203.6,6.85
cluster_04,2024-01-16 07:30:00,21.3,16.5,47.3,71.7,134.2,29.9,199.3,6.92
cluster_05,2024-01-16 07:30:00,20.0,16.6,56.9,67.4,133.3,29.4,200.5,6.87
cluster_06,2024-01-16 07:30:00,20.0,17.4,52.3,68.3,133.1,30.6,196.1,6.88
cluster_07,2024-01-16 07:30:00,21.6,17.2,55.1,69.2,131.0,30.1,195.9,6.64
cluster_08,2024-01-16 07:30:00,21.6,17.3,47.4,67.9,133.9,31.1,199.2,6.82
cluster_09,2024-01-16 07:30:00,21.1,17.5,52.6,68.3,131.7,29.6,199.5,7.01
cluster_10,2024-01-16 07:30:00,21.5,16.7,53.7,66.8,134.5,30.0,198.6,7.13
cluster_01,2024-01-16 08:00:00,25.6,18.0,49.9,66.2,132.5,30.8,201.8,6.75
cluster_02,2024-01-16 08:00:00,24.7,18.5,50.5,72.6,134.1,30.6,196.5,6.77
cluster_03,2024-01-16 08:00:00,24.5,17.9,52.8,72.7,134.4,29.5,201.3,6.76
cluster_04,2024-01-16 08:00:00,25.2,17.9,46.2,73.7,134.1,29.8,197.0,6.83
cluster_05,2024-01-16 08:00:00,24.0,18.0,55.8,69.5,133.2,29.3,198.2,6.78
cluster_06,2024-01-16 08:00:00,23.9,18.9,51.3,70.3,133.0,30.5,193.7,6.79
cluster_07,2024-01-16 08:00:00,25.6,18.6,54.0,71.2,130.9,30.0,193.6,6.55
cluster_08,2024-01-16 08:00:00,25.6,18.7,46.4,70.0,133.8,31.0,196.9,6.73
cluster_09,2024-01-16 08:00:00,25.1,19.0,51.5,70.4,131.6,29.5,197.2,6.91
cluster_10,2024-01-16 08:00:00,25.5,18.2,52.6,68.8,134.4,29.9,196.3,7.04
cluster_01,2024-01-16 08:30:00,27.3,17.7,46.1,69.8,132.7,30.6,202.9,6.75
cluster_02,2024-01-16 08:30:00,26.4,18.2,46.7,76.1,134.3,30.3,197.6,6.77
cluster_03,2024-01-16 08:30:00,26.2,17.6,49.0,76.3,134.6,29.3,202.4,6.77
cluster_04,2024-01-16 08:30:00,26.9,17.6,42.4,77.3,134.2,29.5,198.1,6.83
cluster_05,2024-01-16 08:30:00,25.7,17.7,52.0,73.0,133.3,29.0,199.3,6.78
cluster_06,2024-01-16 08:30:00,25.6,18.6,47.4,73.9,133.2,30.3,194.8,6.79
cluster_07,2024-01-16 08:30:00,27.2,18.3,50.2,74.8,131.1,29.7,194.7,6.55
cluster_08,2024-01-16 08:30:00,27.3,18.4,42.6,73.5,134.0,30.7,198.0,6.73
cluster_09,2024-01-16 08:30:00,26.8,18.7,47.7,73.9,131.8,29.2,198.3,6.92
cluster_10,2024-01-16 08:30:00,27.2,17.9,48.8,72.4,134.5,29.6,197.4,7.04
cluster_01,2024-01-16 09:00:00,26.0,19.3,47.2,67.4,133.3,30.5,201.5,6.83
cluster_02,2024-01-16 09:00:00,25.1,19.8,47.7,73.7,134.9,30.2,196.2,6.85
cluster_03,2024-01-16 09:00:00,24.8,19.1,50.0,73.9,135.1,29.2,201.0,6.84
cluster_04,2024-01-16 09:00:00,25.5,19.1,43.4,74.9,134.8,29.5,196.7,6.91
cluster_05,2024-01-16 09:00:00,24.3,19.3,53.1,70.6,133.9,28.9,197.9,6.86
cluster_06,2024-01-16 09:00:00,24.3,20.1,48.5,71.5,133.7,30.2,193.5,6.87
cluster_07,2024-01-16 09:00:00,25.9,19.9,51.2,72.4,131.7,29.6,193.3,6.63
cluster_08,2024-01-16 09:00:00,25.9,20.0,43.6,71.1,134.6,30.6,196.6,6.81
cluster_09,2024-01-16 09:00:00,25.4,20.2,48.7,71.5,132.4,29.1,196.9,7.0
cluster_10,2024-01-16 09:00:00,25.8,19.4,49.8,70.0,135.1,29.6,196.0,7.12
cluster_01,2024-01-16 09:30:00,28.3,20.2,48.5,65.9,133.5,30.5,205.0,6.79
cluster_02,2024-01-16 09:30:00,27.4,20.7,49.0,72.3,135.0,30.2,199.8,6.81
cluster_03,2024-01-16 09:30:00,27.1,20.1,51.3,72.4,135.3,29.2,204.5,6.81
cluster_04,2024-01-16 09:30:00,27.8,20.1,44.7,73.5,135.0,29.5,200.3,6.87
cluster_05,2024-01-16 09:30:00,26.6,20.2,54.4,69.2,134.1,28.9,201.5,6.82
cluster_06,2024-01-16 09:30:00,26.6,21.1,49.8,70.1,133.9,30.2,197.0,6.83
cluster_07,2024-01-16 09:30:00,28.2,20.8,52.5,71.0,131.9,29.6,196.8,6.59
cluster_08,2024-01-16 09:30:00,28.2,20.9,44.9,69.7,134.8,30.6,200.1,6.77
cluster_09,2024-01-16 09:30:00,27.7,21.2,50.1,70.1,132.5,29.1,200.4,6.96
cluster_10,2024-01-16 09:30:00,28.1,20.4,51.1,68.6,135.3,29.6,199.5,7.08
cluster_01,2024-01-16 10:00:00,27.9,20.5,41.2,68.2,134.5,30.6,201.0,6.79
cluster_02,2024-01-16 10:00:00,27.0,21.0,41.7,74.5,136.1,30.3,195.7,6.81
cluster_03,2024-01-16 10:00:00,26.8,20.4,44.0,74.7,136.4,29.3,200.5,6.8
cluster_04,2024-01-16 10:00:00,27.5,20.4,37.4,75.7,136.0,29.6,196.2,6.86
cluster_05,2024-01-16 10:00:00,26.2,20.5,47.1,71.4,135.1,29.0,197.4,6.82
cluster_06,2024-01-16 10:00:00,26.2,21.3,42.5,72.3,134.9,30.3,193.0,6.83
cluster_07,2024-01-16 10:00:00,27.8,21.1,45.3,73.2,132.9,29.7,192.8,6.59
cluster_08,2024-01-16 10:00:00,27.8,21.2,37.6,71.9,135.8,30.7,196.1,6.76
cluster_09,2024-01-16 10:00:00,27.3,21.5,42.8,72.3,133.6,29.2,196.4,6.95
cluster_10,2024-01-16 10:00:00,27.7,20.6,43.8,70.8,136.3,29.7,195.5,7.08
cluster_01,2024-01-16 10:30:00,26.8,22.0,44.5,68.4,132.4,30.3,202.8,6.87
cluster_02,2024-01-16 10:30:00,25.9,22.5,45.0,74.8,134.0,30.0,197.5,6.89
cluster_03,2024-01-16 10:30:00,25.7,21.9,47.4,74.9,134.3,29.0,202.3,6.89
cluster_04,2024-01-16 10:30:00,26.4,21.9,40.8,75.9,134.0,29.2,198.0,6.95
cluster_05,2024-01-16 10:30:00,25.2,22.0,50.4,71.7,133.1,28.7,199.2,6.91
cluster_06,2024-01-16 10:30:00,25.1,22.9,45.8,72.6,132.9,29.9,194.7,6.91
cluster_07,2024-01-16 10:30:00,26.8,22.6,48.6,73.4,130.8,29.4,194.6,6.67
cluster_08,2024-01-16 10:30:00,26.8,22.7,40.9,72.2,133.7,30.4,197.8,6.85
cluster_09,2024-01-16 10:30:00,26.3,23.0,46.1,72.6,131.5,28.9,198.2,7.04
cluster_10,2024-01-16 10:30:00,26.7,22.2,47.2,71.1,134.2,29.3,197.2,7.16
cluster_01,2024-01-16 11:00:00,28.7,21.5,40.6,65.0,134.0,30.4,203.1,6.73
cluster_02,2024-01-16 11:00:00,27.8,22.0,41.1,71.4,135.6,30.1,197.8,6.75
cluster_03,2024-01-16 11:00:00,27.6,21.3,43.4,71.5,135.9,29.1,202.6,6.75
cluster_04,2024-01-16 11:00:00,28.3,21.4,36.8,72.5,135.5,29.4,198.3,6.81
cluster_05,2024-01-16 11:00:00,27.0,21.5,46.5,68.2,134.6,28.8,199.5,6.76
cluster_06,2024-01-16 11:00:00,27.0,22.3,41.9,69.1,134.4,30.1,195.1,6.77
cluster_07,2024-01-16 11:00:00,28.6,22.1,44.6,70.0,132.4,29.6,194.9,6.53
cluster_08,2024-01-16 11:00:00,28.6,22.2,37.0,68.7,135.3,30.5,198.2,6.71
cluster_09,2024-01-16 11:00:00,28.1,22.4,42.2,69.2,133.1,29.0,198.5,6.9
cluster_10,2024-01-16 11:00:00,28.5,21.6,43.2,67.6,135.8,29.5,197.6,7.02
cluster_01,2024-01-16 11:30:00,30.6,23.8,39.3,69.1,133.0,30.1,202.8,6.81
cluster_02,2024-01-16 11:30:00,29.8,24.3,39.8,75.4,134.6,29.8,197.5,6.83
cluster_03,2024-01-16 11:30:00,29.5,23.6,42.1,75.6,134.9,28.8,202.3,6.82
cluster_04,2024-01-16 11:30:00,30.2,23.6,35.5,76.6,134.5,29.1,198.0,6.89
cluster_05,2024-01-16 11:30:00,29.0,23.8,45.2,72.3,133.6,28.5,199.2,6.84
cluster_06,2024-01-16 11:30:00,28.9,24.6,40.6,73.2,133.5,29.8,194.8,6.85
cluster_07,2024-01-16 11:30:00,30.6,24.4,43.3,74.1,131.4,29.3,194.6,6.61
cluster_08,2024-01-16 11:30:00,30.6,24.5,35.7,72.8,134.3,30.3,197.9,6.79
cluster_09,2024-01-16 11:30:00,30.1,24.7,40.9,73.2,132.1,28.7,198.2,6.98
cluster_10,2024-01-16 11:30:00,30.5,23.9,41.9,71.7,134.8,29.2,197.3,7.1
cluster_01,2024-01-16 12:00:00,28.4,25.3,41.2,68.9,133.1,30.5,202.1,6.77
cluster_02,2024-01-16 12:00:00,27.5,25.8,41.7,75.2,134.7,30.2,196.8,6.79
cluster_03,2024-01-16 12:00:00,27.2,25.2,44.0,75.4,135.0,29.2,201.6,6.78
cluster_04,2024-01-16 12:00:00,27.9,25.2,37.4,76.4,134.6,29.5,197.3,6.84
cluster_05,2024-01-16 12:00:00,26.7,25.3,47.1,72.1,133.7,29.0,198.5,6.8
cluster_06,2024-01-16 12:00:00,26.7,26.2,42.5,73.0,133.6,30.2,194.0,6.81
cluster_07,2024-01-16 12:00:00,28.3,25.9,45.2,73.9,131.5,29.7,193.9,6.57
cluster_08,2024-01-16 12:00:00,28.3,26.0,37.6,72.6,134.4,30.7,197.1,6.74
cluster_09,2024-01-16 12:00:00,27.8,26.3,42.7,73.0,132.2,29.2,197.4,6.93
cluster_10,2024-01-16 12:00:00,28.2,25.5,43.8,71.5,134.9,29.6,196.5,7.06
cluster_01,2024-01-16 12:30:00,30.7,25.7,38.6,70.2,133.7,30.6,202.1,6.78
cluster_02,2024-01-16 12:30:00,29.8,26.2,39.1,76.6,135.2,30.3,196.8,6.8
cluster_03,2024-01-16 12:30:00,29.6,25.5,41.4,76.7,135.5,29.3,201.6,6.79
cluster_04,2024-01-16 12:30:00,30.3,25.6,34.8,77.7,135.2,29.5,197.3,6.85
cluster_05,2024-01-16 12:30:00,29.0,25.7,44.4,73.5,134.3,29.0,198.5,6.81
cluster_06,2024-01-16 12:30:00,29.0,26.5,39.9,74.4,134.1,30.2,194.1,6.82
cluster_07,2024-01-16 12:30:00,30.6,26.3,42.6,75.2,132.1,29.7,193.9,6.58
cluster_08,2024-01-16 12:30:00,30.6,26.4,35.0,74.0,135.0,30.7,197.2,6.76
cluster_09,2024-01-16 12:30:00,30.1,26.6,40.1,74.4,132.7,29.2,197.5,6.94
cluster_10,2024-01-16 12:30:00,30.5,25.8,41.2,72.8,135.5,29.6,196.6,7.07
cluster_01,2024-01-16 13:00:00,24.2,27.6,40.5,71.8,132.2,30.3,202.3,6.84
cluster_02,2024-01-16 13:00:00,23.3,28.1,41.0,78.2,133.8,30.1,197.0,6.86
cluster_03,2024-01-16 13:00:00,23.1,27.5,43.3,78.3,134.1,29.0,201.8,6.85
cluster_04,2024-01-16 13:00:00,23.8,27.5,36.7,79.3,133.7,29.3,197.5,6.92
cluster_05,2024-01-16 13:00:00,22.5,27.6,46.4,75.1,132.8,28.8,198.7,6.87
cluster_06,2024-01-16 13:00:00,22.5,28.5,41.8,76.0,132.7,30.0,194.2,6.88
cluster_07,2024-01-16 13:00:00,24.1,28.2,44.5,76.8,130.6,29.5,194.1,6.64
cluster_08,2024-01-16 13:00:00,24.1,28.3,36.9,75.6,133.5,30.5,197.3,6.82
cluster_09,2024-01-16 13:00:00,23.7,28.6,42.1,76.0,131.3,29.0,197.6,7.01
cluster_10,2024-01-16 13:00:00,24.1,27.8,43.1,74.4,134.0,29.4,196.7,7.13
cluster_01,2024-01-16 13:30:00,29.0,26.7,39.4,70.5,133.4,30.7,202.0,6.79
cluster_02,2024-01-16 13:30:00,28.1,27.2,39.9,76.9,135.0,30.5,196.7,6.81
cluster_03,2024-01-16 13:30:00,27.9,26.5,42.2,77.0,135.3,29.4,201.5,6.8
cluster_04,2024-01-16 13:30:00,28.6,26.5,35.7,78.0,134.9,29.7,197.2,6.87
cluster_05,2024-01-16 13:30:00,27.4,26.7,45.3,73.8,134.0,29.2,198.4,6.82
cluster_06,2024-01-16 13:30:00,27.3,27.5,40.7,74.7,133.8,30.4,194.0,6.83
cluster_07,2024-01-16 13:30:00,29.0,27.3,43.5,75.5,131.8,29.9,193.8,6.59
cluster_08,2024-01-16 13:30:00,29.0,27.4,35.8,74.3,134.7,30.9,197.1,6.77
cluster_09,2024-01-16 13:30:00,28.5,27.6,41.0,74.7,132.5,29.4,197.4,6.96
cluster_10,2024-01-16 13:30:00,28.9,26.8,42.1,73.2,135.2,29.8,196.5,7.08
cluster_01,2024-01-16 14:00:00,27.5,27.5,50.1,68.2,133.2,30.2,203.3,6.79
cluster_02,2024-01-16 14:00:00,26.6,28.0,50.6,74.5,134.8,29.9,198.0,6.81
cluster_03,2024-01-16 14:00:00,26.4,27.4,52.9,74.6,135.1,28.9,202.8,6.81
cluster_04,2024-01-16 14:00:00,27.0,27.4,46.3,75.7,134.7,29.1,198.5,6.87
cluster_05,2024-01-16 14:00:00,25.8,27.5,56.0,71.4,133.8,28.6,199.7,6.82
cluster_06,2024-01-16 14:00:00,25.8,28.4,51.4,72.3,133.6,29.9,195.3,6.83
cluster_07,2024-01-16 14:00:00,27.4,28.2,54.1,73.2,131.6,29.3,195.1,6.59
cluster_08,2024-01-16 14:00:00,27.4,28.3,46.5,71.9,134.5,30.3,198.4,6.77
cluster_09,2024-01-16 14:00:00,26.9,28.5,51.6,72.3,132.3,28.8,198.7,6.96
cluster_10,2024-01-16 14:00:00,27.3,27.7,52.7,70.8,135.0,29.2,197.8,7.08
cluster_01,2024-01-16 14:30:00,26.3,28.2,45.7,66.5,133.4,30.1,204.7,6.82
cluster_02,2024-01-16 14:30:00,25.4,28.7,46.2,72.9,135.0,29.8,199.5,6.84
cluster_03,2024-01-16 14:30:00,25.2,28.1,48.6,73.0,135.3,28.8,204.2,6.83
cluster_04,2024-01-16 14:30:00,25.9,28.1,42.0,74.0,134.9,29.1,200.0,6.89
cluster_05,2024-01-16 14:30:00,24.6,28.2,51.6,69.8,134.1,28.5,201.2,6.85
cluster_06,2024-01-16 14:30:00,24.6,29.1,47.0,70.7,133.9,29.8,196.7,6.86
cluster_07,2024-01-16 14:30:00,26.2,28.8,49.8,71.5,131.8,29.3,196.5,6.62
cluster_08,2024-01-16 14:30:00,26.2,29.0,42.1,70.3,134.7,30.3,199.8,6.8
cluster_09,2024-01-16 14:30:00,25.8,29.2,47.3,70.7,132.5,28.7,200.1,6.98
cluster_10,2024-01-16 14:30:00,26.2,28.4,48.4,69.1,135.2,29.2,199.2,7.11
cluster_01,2024-01-16 15:00:00,26.2,28.3,45.2,71.6,133.2,30.4,201.4,6.75
cluster_02,2024-01-16 15:00:00,25.3,28.8,45.8,78.0,134.8,30.2,196.1,6.77
cluster_03,2024-01-16 15:00:00,25.1,28.1,48.1,78.1,135.1,29.2,200.9,6.76
cluster_04,2024-01-16 15:00:00,25.8,28.2,41.5,79.1,134.8,29.4,196.6,6.82
cluster_05,2024-01-16 15:00:00,24.5,28.3,51.1,74.9,133.9,28.9,197.8,6.78
cluster_06,2024-01-16 15:00:00,24.5,29.1,46.6,75.7,133.7,30.1,193.4,6.79
cluster_07,2024-01-16 15:00:00,26.1,28.9,49.3,76.6,131.6,29.6,193.2,6.55
cluster_08,2024-01-16 15:00:00,26.1,29.0,41.7,75.3,134.5,30.6,196.5,6.72
cluster_09,2024-01-16 15:00:00,25.6,29.2,46.8,75.8,132.3,29.1,196.8,6.91
cluster_10,2024-01-16 15:00:00,26.1,28.4,47.9,74.2,135.0,29.5,195.9,7.04
cluster_01,2024-01-16 15:30:00,22.3,27.2,50.0,67.4,134.9,30.6,200.4,6.72
cluster_02,2024-01-16 15:30:00,21.4,27.7,50.5,73.7,136.5,30.3,195.1,6.74
cluster_03,2024-01-16 15:30:00,21.2,27.1,52.8,73.8,136.8,29.3,199.9,6.74
cluster_04,2024-01-16 15:30:00,21.9,27.1,46.2,74.9,136.5,29.6,195.6,6.8
cluster_05,2024-01-16 15:30:00,20.6,27.2,55.8,70.6,135.6,29.0,196.8,6.76
cluster_06,2024-01-16 15:30:00,20.6,28.1,51.3,71.5,135.4,30.3,192.3,6.76
cluster_07,2024-01-16 15:30:00,22.2,27.8,54.0,72.4,133.3,29.8,192.2,6.52
cluster_08,2024-01-16 15:30:00,22.2,27.9,46.4,71.1,136.2,30.7,195.5,6.7
cluster_09,2024-01-16 15:30:00,21.7,28.2,51.5,71.5,134.0,29.2,195.8,6.89
cluster_10,2024-01-16 15:30:00,22.1,27.3,52.6,70.0,136.8,29.7,194.9,7.01
cluster_01,2024-01-16 16:00:00,24.1,28.3,51.2,66.7,132.4,30.7,201.9,6.71
cluster_02,2024-01-16 16:00:00,23.2,28.8,51.7,73.1,134.0,30.5,196.6,6.73
cluster_03,2024-01-16 16:00:00,23.0,28.2,54.0,73.2,134.3,29.4,201.4,6.73
cluster_04,2024-01-16 16:00:00,23.7,28.2,47.4,74.3,134.0,29.7,197.1,6.79
cluster_05,2024-01-16 16:00:00,22.4,28.3,57.0,70.0,133.1,29.2,198.3,6.74
cluster_06,2024-01-16 16:00:00,22.4,29.2,52.5,70.9,132.9,30.4,193.8,6.75
cluster_07,2024-01-16 16:00:00,24.0,28.9,55.2,71.8,130.8,29.9,193.7,6.51
cluster_08,2024-01-16 16:00:00,24.0,29.0,47.6,70.5,133.7,30.9,197.0,6.69
cluster_09,2024-01-16 16:00:00,23.5,29.3,52.7,70.9,131.5,29.4,197.3,6.88
cluster_10,2024-01-16 16:00:00,23.9,28.4,53.8,69.4,134.3,29.8,196.4,7.0
cluster_01,2024-01-16 16:30:00,24.0,27.0,53.2,66.1,132.5,30.3,205.0,6.67
cluster_02,2024-01-16 16:30:00,23.1,27.5,53.7,72.4,134.1,30.0,199.8,6.69
cluster_03,2024-01-16 16:30:00,22.9,26.9,56.0,72.6,134.4,29.0,204.5,6.68
cluster_04,2024-01-16 16:30:00,23.6,26.9,49.4,73.6,134.0,29.3,200.3,6.74
cluster_05,2024-01-16 16:30:00,22.3,27.0,59.1,69.3,133.1,28.7,201.5,6.7
